article_id,collected_at,published_at,source,title,url,summary,classified,category,event_tags,signal_type,sector,woomi_relevance,claude_rationale,access_limited,korean_summary
5d7984dfdb22,2026-09-04 13:02:32,2026-02-04 08:00:00,Player — Blue Vista Capital Management,"Blue Vista appoints Andrew Schaffler, Justin Yagerman managing directors – BTR - Institutional Real Estate, Inc.",https://news.google.com/rss/articles/CBMinwFBVV95cUxQWHBEN0dONlVrUmg2Qm45amZsRkotUlBpbFphcUk4Mk1rbkFQek8tV2wxX3QxaUJCa2ZNLUxaSUVsODV3WjgyLWpuQnNsWE1rbzFFV2NCZWdLMl9ZMVhqQ1pHeTI2MS1SbHlWYlNHbDZ6NlM3cXZNYmI0MUR3WVRRbEpyWnYwakdMbW9EYXVyNGtseUE4V0t2RjVtNWg5XzA?oc=5,"Blue Vista appoints Andrew Schaffler, Justin Yagerman managing directors – BTR    Institutional Real Estate, Inc.",False,,,,Student Housing,,,False,
4ae7d7fb4592,2026-09-04 13:02:34,2026-02-02 08:00:00,Player — Ascentris,"Zom, Ascentris swing for $119M office redevelopment in Doral - therealdeal.com",https://news.google.com/rss/articles/CBMingFBVV95cUxNWUZ5bFl2OGlsVW1nSVlSTW1XRTEyNUhiM0hLQkpnT2Y4VGJfVHpreXpaQks0UjZHUHFSeV9YMWtTTXA5b0hlTmxRb0F4UVlaVzFqVkpLazhJc1VSQzREYno3NGFUSEtFMkJESFZET0tNZXBVekYtUThrY2trbFQ2NUU0U2h2OG9HZFN5cURpcEgtaXI0cmNBeXZQUU9YQQ?oc=5,"Zom, Ascentris swing for $119M office redevelopment in Doral    therealdeal.com",False,,,,Student Housing,,,False,
27c9af9427a1,2026-09-04 13:02:47,2026-02-23 08:00:00,Player — Campus Apartments,Southwestern Baptist Theological Seminary sells student housing to developer - Fort Worth Star-Telegram,https://news.google.com/rss/articles/CBMifkFVX3lxTE5HTVRBUUVicGltYzNyMTk3c3lfVVE1SlN6aVdDLU9Db1hKTnQyTmZoaXJOaDRLampmUUdlenRQd2JNTFRnekRsRkxzN3VLVnJpMUVEbG52Vlpmd3JFVzU4WEtxblp3aFc3YmlFQTZ4cmJvZ1RxMl9ZZ0F6THFSQdIBfkFVX3lxTE0xVllVMlpNZGNwQkFOc1ZKZlVIdUNDOC1KS0VjTkllQkJrQ3gzR1NhR2FuM2JSamhFS2FhUlBnTElrXzhxdXFDSmZja2E1eXhnZ2l0STJ2NGFlMURQcy1aRWVmVm1MNXlUSjlLeVp5cERtTEEzSWRDNlpxZm9DZw?oc=5,Southwestern Baptist Theological Seminary sells student housing to developer    Fort Worth Star-Telegram,False,,,,Student Housing,,,False,
5d82fcdf75df,2026-09-04 13:02:47,2026-02-16 08:00:00,Player — Campus Apartments,Hokie homesteads: Affording off-campus housing - Collegiate Times,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOY0pvckV3TFFRcXlvT3JpYWdhNWZQRGl3Z2JLOUpuTUFQdUhIY21Rbl90cDNEN3Y3S05vVHVZYVYxRjJvY2JYTmwzaDl1alNRdEdILWNVTEpYZHoyRTFtOHpfVl9HYW84YkdiSjZoSXBrYTRpQjY2X2JCWmJ1SGdEd2NTOVlRWVdNc0hhY3Z2RG5UZHlZbXhHSmNZX1pFSDlLSWVwNlR5N2ZVTjFzUkd2U05nTE1CS2hrTFZKdTJ6Rlp3MFNmd2FuMzk4NWFPdm9LLVZmUA?oc=5,Hokie homesteads: Affording off-campus housing    Collegiate Times,False,,,,Student Housing,,,False,
b45da5c3fb63,2026-09-04 13:02:51,2026-02-10 08:00:00,Player — Subtext,"Subtext, Larson Capital Break Ground on 1,193-Bed Student Housing Project Near Texas A&M University - REBusinessOnline",https://news.google.com/rss/articles/CBMixAFBVV95cUxNclVFbHlDWEswYldLeWpNeUxtR2NEUzRfX3dWc3R1aHVuYnQ5X2RYUDhGalN4cEhkS1REQlM0N1FoUC1vc3Fua1lzZEJUQl9CNTVUZnV5aU92bndOUlhNRV8xczhadjVrSzJUdUZEZlEwYl8wUmtRVXBwbXk5ajhOY0tZdjFycUdaYmlPdHZmbXd2R2lwc0ZWdDhuZmpnR1o5ei1zZjJHQnNXYk10MkhMeXk0VTBwRDZQN1Z0c3MxdzlLdG1D?oc=5,"Subtext, Larson Capital Break Ground on 1,193-Bed Student Housing Project Near Texas A&M University    REBusinessOnline",False,,,,Student Housing,,,False,
8718eff455d9,2026-09-04 13:02:57,2026-02-19 02:10:59,Player — Greystar,"Campus housing update: one project on track, another delayed - The Daily Mississippian",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPdWNiNjc5MXZoc1VoNm1Ra0E2TXA3WlV4WlpoU0RVTGdZcVVIdXpKVEZ3UFk5Tm1YOWlocGZId3R4bjA1Yk10ZFdDenY1MFJIeVpiSktVdDc0Y01INTRRVGNhTXBSLTdoRzhzVzBWWWMxTm9xN1R0bVVuY1NfOVR2WjV6Tm9WQnItVVMw?oc=5,"Campus housing update: one project on track, another delayed    The Daily Mississippian",False,,,,Student Housing,,,False,
002e6344e632,2026-09-04 13:02:57,2026-02-17 08:00:00,Player — Greystar,Sac State looking to partner with neighboring multifamily owners and developers - The Business Journals,https://news.google.com/rss/articles/CBMipwFBVV95cUxOWVdyTFBiVVk0ZXZnS0Z1b0VTSzFtd3FQMlV4UVFFWDF6YnlYR3lSWDNfRWNzVEdSTkRBRE4tTUlzVzhRM1I0ZVMxdGR0S19ta3JLdk5NcDZGaWtlMXN0eUR3Qzhjc1dONVhKZ2FxclQ0ZUlfZXlLcVoyWFJIWmlGamFMc3BRV3l0QW5LZm5NbzY2c0FwYlBNT1RhR1VENVV5aWNreVpUUQ?oc=5,Sac State looking to partner with neighboring multifamily owners and developers    The Business Journals,False,,,,Student Housing,,,False,
f1a87b7459af,2026-09-04 13:03:01,2026-02-24 08:00:00,Player — Affinius Capital,Affinius Capital-Led Consortium Agrees to Acquire Veris Residential in $3.4B Go-Private Deal - REBusinessOnline,https://news.google.com/rss/articles/CBMivgFBVV95cUxOdDBhQXZKbVVTMTJZLV90Z2xXZ0dXS0pzZzZ5STk2S0RzZThNbXVaQllJMUx2bkxpNGJtRENjc1hKZ29XcFJ5Qjk3b1NZVmhmdGVCaEN4N01GblZLdVptRDFiZGNFc2taWHF3NmJWVE9IQnpvWFJuRGl2U0wyelJ0OXdyb1pEZHpQTlBZSTkxYTR1Uk1TazcxQl9DOEZsTlQtMGN5YTg5OG5nbW9sZGZGU3BoTjhyQmxndENBc0xR?oc=5,Affinius Capital-Led Consortium Agrees to Acquire Veris Residential in $3.4B Go-Private Deal    REBusinessOnline,False,,,,Student Housing,,,False,
cdf2b4324b27,2026-09-04 13:03:01,2026-02-06 08:00:00,Player — Affinius Capital,"Loans in focus: Standard Chartered and Crédit Agricole finance Berlin data centre campus, Affinius writes its first European loan, Cerberus refinances UK PBSA with £63m - pei-privaterealestate.com",https://news.google.com/rss/articles/CBMitAJBVV95cUxOd2RrRWs4N0lYTzZzTUlXbHRzYVV0ZkVrZEZLU2xuTzBObkwzVnRQdGluUWU5X2t4clJqajRJMTIwTXhCWWg4bDIxMnFfZm1yY0h6YzlQQnBjZjliRDJ6c245REd6dGZLT0JXTC1IaTBRWmxVYXRCRWtQdlVBREdsMmJ3RlNxUWpUa2RjZ19GTHJ1RWlUSC1xSkVtMXR3cjREeDV5cUJ4OVI3WmJQaDVPcXlEOU9jT2lFQVJyOUxWb1RJeExweU1BbnBCOUpKZUJOQW85X0tTV0Y2aHpzdjlWYXFhUzJSbDkwUWY2UDM5ZXNMcFNlR180X0VvblBpeUVNVENFUUJFWXRhck1LNEUyTmY0cVA1R3lKUnEtaWZVMVVLR1R0WFYtUTZqakluRnpBZ1NFOA?oc=5,"Loans in focus: Standard Chartered and Crédit Agricole finance Berlin data centre campus, Affinius writes its first European loan, Cerberus refinances UK PBSA with £63m    pei-privaterealestate.com",False,,,,Student Housing,,,False,
9ddc68b070a8,2026-09-04 13:03:01,2026-02-18 08:00:00,Player — Affinius Capital,Affinius Capital Originates $90 Million Loan for Luxury Brooklyn Property - Multifamily & Affordable Housing Business,https://news.google.com/rss/articles/CBMitAFBVV95cUxPWW90WW4tRDIzb3dIWTJ6d2h2OWNSekJIdFlPalVjU3oxWjI3UjlkYlFscWRndk9feFZxQXR3VGFFNzFleElPNnhGeXJFVDRDRkJTS1pfT0t0enBEeXFjUXhlbmpXUFE5ZXR6cDJ2Wm9wM3ZnVk9UNVJncGlwVGF5SWlGcjBiQUtIbEx6WmFzbkhhR09TbEV0U0liQnR2Z3BveG5NcjVSN21RWkdZX09vQlpuS3g?oc=5,Affinius Capital Originates $90 Million Loan for Luxury Brooklyn Property    Multifamily & Affordable Housing Business,False,,,,Student Housing,,,False,
