article_id,collected_at,published_at,source,title,url,summary,classified,category,event_tags,signal_type,sector,woomi_relevance,claude_rationale,access_limited,korean_summary
4b57c351be11,2026-08-01 21:01:00,2026-08-01 15:00:00,Student Housing — University of Missouri (MO),Columbia council to consider 305-unit student housing development - Columbia Missourian,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNZ0RNeVBJYk1kN0lualc5NXdjeVhDeTJhVGtiZEc5QjRLRlMyVEl3M2hHS3NkOU9GenRzTkg1NE5STHBUa0dpczZfRTNhQklzNjhxZ0JvTlV1S1pYc2l5TFJGN0JLNzJTNWRsOU1jU19aWGNHZzNGekFzQ19ZMkFPV1BuMkFlRE16d2hRaWNLaHUzN280VzFPaTk4MHEwLTVGa0FTcklxUW9VczFkX0lUZzEwUDNxZTZNNGM5czJ3UjdVUkh0Z2IxS01sUi1sNjNOdEhIdVpNbE5YaUFYblVjZUVJWkRITUpJM250QmNXWGRpamc?oc=5,Columbia council to consider 305-unit student housing development    Columbia Missourian,True,개발,"permit,land_acquisition",중립,Student Housing,낮음,"미주리대학교 인근 305유닛(침대 수 미확인) 학생 주거 개발안으로, 주요 플랫폼 참여 없고 500침대 기준 미달 가능성이 높아 우미글로벌 관련성이 낮음.",False,"미주리주 컬럼비아 시의회가 미주리대학교 인근 305유닛 규모의 학생 주거 개발 프로젝트를 검토 중입니다. 구체적인 침대 수, 사업비, 개발사 정보는 기사에서 확인되지 않습니다. 학생 주거 섹터의 경우 우미글로벌 관련성 판단 기준인 500침대 이상 또는 Core Spaces·Landmark·Greystar 등 주요 플랫폼 참여 여부가 불명확합니다. 주거 부동산과 직접적인 관련은 있으나 규모와 참여 주체 측면에서 전략적 중요도가 낮은 로컬 개발 이슈입니다."
20d8a97ed59c,2026-08-01 21:03:03,2026-08-01 02:20:30,Student Housing — College of Charleston (SC),Downtown Charleston packed as College of Charleston students move in for fall rush - WCIV,https://news.google.com/rss/articles/CBMitAFBVV95cUxPd05oZ0JXb0pxSHNpUDBHR0pacHFsaW5NdUpaR29HbGs1X0lnVnhtRnF0NUp0N1JVcnN0RDFWXzVvTUFSdk15MUhGRy1GZzZGaG80Ynp5UXZ5NzRJZDdmT0t6STJ6cmN0WEtBSENoOHl3cEpCX21pS0E1QkYxTzdqZDBkQVk5T0l5dm9DMkl2NGV0XzYwR2UwVGNQVWF0eUJBcXRDUzFBeVh5eEV5ZjdJM2N1NUk?oc=5,Downtown Charleston packed as College of Charleston students move in for fall rush    WCIV,True,시장,rent_occupancy,중립,Student Housing,낮음,"단일 캠퍼스의 학생 이사 관련 단순 지역 뉴스로, 주요 플랫폼이나 대규모 거래와 무관한 낮은 관련성의 기사입니다.",False,주거 부동산과 직접적 관련이 없는 기사입니다.
8912dfe4d588,2026-08-01 21:03:41,2026-08-01 20:57:05,YieldPro,Habitat Starts Construction on First Phase of 730-Unit Marine Drive Apartments Redevelopment in Buffalo New York,https://yieldpro.com/2026/08/marine-drive/,"The Habitat Company, a leading U.S. multifamily developer and property manager, joined development partners Duvernay + Brooks and Bridges Development, an affiliate of the Buffalo Municipal Housing Authority (BMHA), along with New York Gov. Kathy Hochul, residents and community stakeholders on July 20 to celebrate the start of construction on the first phase of the […] 
 The post  Habitat Starts Co",True,개발,"construction_start,financing,permit",강세,Affordable Housing,낮음,"버팔로 시영주택청 산하 개발사가 주도하는 저소득층 공공주택 재개발 프로젝트로, 우미글로벌의 전략 시장(선벨트/LA) 및 민간 BTR/MF 개발 방향과 직접적 연관성이 낮음.",False,"뉴욕주 버팔로에서 Habitat Company, Duvernay + Brooks, 버팔로 시영주택청(BMHA) 산하 Bridges Development가 공동으로 730세대 규모 Marine Drive Apartments 재개발 프로젝트 1단계 착공식을 개최했습니다. 뉴욕 주지사 Kathy Hochul이 참석한 이번 착공식은 2025년 7월 20일 진행되었으며, 기존 노후화된 공공주택 단지를 현대적 주거 공간으로 전환하는 대규모 재개발의 시작을 알립니다. 총 730세대 전체 개발 중 1단계가 먼저 진행되며, 공공기관과 민간 개발사가 협력하는 PPP 구조를 채택하고 있습니다. 해당 프로젝트는 뉴욕주 정부 지원을 바탕으로 한 저렴주택(Affordable Housing) 성격이 강해, 우미글로벌이 집중하는 민간 BTR/멀티패밀리 시장과는 직접적 연관성이 제한적입니다."
3f3e710396a6,2026-08-01 21:03:41,2026-08-01 19:10:34,YieldPro,Simon | Anderson Multifamily Team Arranges Sale of Monticello a 107-Unit Apartment Community in Seattle’s First Hill Neighborhood,https://yieldpro.com/2026/08/monticello/,"Monticello, a 107-unit apartment community located at 415 Boren Ave in Seattle’s First Hill neighborhood, has been acquired by Nordic Partners Investments. Dylan Simon, Jerrid Anderson, and JD Fuller of Kidder Mathews’ Simon | Anderson Multifamily Team represented the seller and sourced the buyer in the transaction. Built in 1957, Monticello spans 42,342 net rentable […] 
 The post  Simon | Anders",True,GP·자본흐름,"transaction,acquisition",중립,Multifamily,낮음,107세대 소규모 단일 자산 거래로 우미글로벌의 전략적 관심 대상인 주요 GP 참여나 대규모 플랫폼 딜과 무관한 소형 매매 사례임.,False,"시애틀 퍼스트힐 지역에 위치한 107세대 규모의 아파트 커뮤니티 '몬티첼로'가 Nordic Partners Investments에 매각되었습니다. 매물 주소는 415 Boren Ave이며, 1957년에 건축된 건물로 순임대면적 42,342평방피트 규모입니다. 거래는 Kidder Mathews의 Simon | Anderson Multifamily Team(Dylan Simon, Jerrid Anderson, JD Fuller)이 매도자 대리 및 매수자 소싱을 담당했습니다. 소규모 노후 자산 거래로 시장 내 가치부가형 투자 수요가 여전히 존재함을 보여주나, 거래 규모 및 참여자 면에서 우미글로벌의 전략적 우선순위와는 거리가 있습니다."
19efca8ae856,2026-08-01 21:03:41,2026-08-01 19:04:50,YieldPro,Baron Property Group Secures $227M Recapitalization Refinance for Florida Mixed-Use Multifamily Project Metro Parc,https://yieldpro.com/2026/08/metro-parc-2/,"Baron Property Group has refinanced and recapitalized Metro Parc, a 559-unit, Class A residential mixed-use property in Hialeah, Fla., with a $226.5 million refinancing package while lease-up continues at the recently completed asset. The project is nearly 50 percent leased. Yellowstone Real Estate provided a $101.5 million preferred equity investment in the asset. Madison Realty […] 
 The post  B",True,GP·자본흐름,"financing,acquisition,transaction",강세,Mixed-use,높음,"플로리다 히알레아 소재 559세대 클래스A 복합용도 멀티패밀리 자산에 대한 2억2,650만 달러 규모의 대형 리캐피털라이제이션·리파이낸싱 거래로, 기관 우선주 투자 포함 대규모 자본 구조 재편 사례에 해당함.",False,"Baron Property Group이 플로리다 히알레아에 위치한 559세대 규모의 클래스A 복합용도 멀티패밀리 자산 'Metro Parc'에 대해 총 2억2,650만 달러 규모의 리파이낸싱 및 리캐피털라이제이션을 완료했습니다. Yellowstone Real Estate가 1억150만 달러의 우선주(Preferred Equity) 투자를 집행했으며, Madison Realty Capital이 선순위 대출에 참여한 것으로 알려졌습니다. 해당 자산은 최근 준공 완료 후 현재 약 50% 임대율 달성 단계로 리스업이 진행 중입니다. 리스업 중인 자산임에도 불구하고 대규모 기관 자본이 유입되었다는 점은 플로리다 멀티패밀리 시장에 대한 기관 투자자들의 강한 신뢰를 반영합니다. 우미글로벌 입장에서는 플로리다 선벨트 지역 대형 복합용도 멀티패밀리 프로젝트의 자본 구조 설계 방식(우선주+선순위 대출 병행)을 참고할 수 있는 유의미한 사례입니다."
f6c43d9ff74a,2026-08-01 21:03:42,2026-08-01 00:32:00,Bisnow,JVP Development Is Betting $37M Of Its Own Money That Frisco Is Ready For Spec Office,https://www.bisnow.com/news/dallas-ft-worth/capital-markets/jvp-development-betting-37m-of-its-own-money-that-frisco-is-ready-for-spec-office-135655,"With new office construction at historic lows across the country, JVP Development’s spec building in Frisco isn’t the type of thing happening outside of DFW",True,개발,"construction_start,permit,financing",강세,Mixed-use,낮음,오피스 개발 프로젝트로 우미글로벌의 주거 개발 전략과 직접적 연관성이 없는 기사입니다.,False,주거 부동산과 직접적 관련이 없는 기사입니다.
dd6ed639b3ba,2026-08-01 21:03:42,2026-08-01 00:13:00,Bisnow,Wall Street Impatient For Big Tech Returns On Data Center Spending,https://www.bisnow.com/news/national/data-center-capital-markets/wall-street-impatient-big-tech-road-map-to-returns-on-data-center-spending-135654,"Wall Street's disparate reactions to data center spending plans from Amazon, Microsoft and Google show impatience for return on AI investments.",True,시장,market_data,혼재,Multifamily,낮음,데이터센터 및 AI 투자 관련 기사로 주거용 부동산과 직접적 관련이 없음.,False,주거 부동산과 직접적 관련이 없는 기사입니다.
99b9f1df371b,2026-08-01 21:03:57,2026-08-01 13:15:00,LA Urbanize,"Hayden Tract housing, Future of the Vincent Thomas Bridge, and more",https://la.urbanize.city/post/hayden-tract-housing-future-vincent-thomas-bridge-and-more,"Hayden Tract housing, Future of the Vincent Thomas Bridge, and more 
 Steven Sharp 
 Sat, 08/01/2026 - 06:15 
 
 Last year,  a proposal to raise the height of the Vincent Thomas Bridge  to allow ever-larger cargo ships to pass below was rejected by state officials. Maybe the second time will be the charm. This week, officials with the  Port of Los Angeles, the California State Transportation Agenc",True,개발,"permit,land_acquisition",중립,Multifamily,보통,LA Hayden Tract 지역 주택 개발 관련 내용이 포함되어 있으나 구체적인 규모나 주요 파트너사 언급이 없어 보통 수준의 관련성을 가짐.,False,"LA 어버나이즈 보도에 따르면, 헤이든 트랙트(Hayden Tract) 지역의 신규 주택 개발 계획과 빈센트 토마스 브릿지(Vincent Thomas Bridge)의 미래에 관한 내용이 다루어졌습니다. 빈센트 토마스 브릿지 높이 상향 제안은 지난해 캘리포니아 주 당국에 의해 한 차례 거부된 바 있으며, 로스앤젤레스 항만청과 캘리포니아 주 교통국이 재추진 가능성을 검토 중인 것으로 알려졌습니다. 기사에 구체적인 주택 공급 규모나 사업비 등의 수치는 명시되지 않았습니다. LA 지역은 우미글로벌의 주요 관심 시장 중 하나로, 헤이든 트랙트의 주거 개발 동향은 향후 사업 기회 탐색 차원에서 지속적인 모니터링이 필요합니다. 다만 현 단계에서는 세부 개발 정보가 부족하여 전략적 의사결정에 즉각 활용하기는 제한적입니다."
454a713337a9,2026-08-01 21:04:00,2026-08-01 12:30:01,SF YIMBY,"Preliminary Plans For 606 South Delaware Street, San Mateo",https://sfyimby.com/2026/08/preliminary-plans-for-606-south-delaware-street-san-mateo.html,"Preliminary plans have been filed for a residential infill at 606 South Delaware Street near downtown  San Mateo ,  San Mateo County . The project would replace a single-family home with 20 studio apartments. The property owners are listed as Gustavo Hornos and Jesica Salomon, two San Rafael-based individuals and stage winners at the 2011 USA Tango Championship.",True,개발,"permit,land_acquisition",중립,Multifamily,낮음,"20개 스튜디오 아파트의 소규모 인필 개발 예비 계획으로, 규모가 너무 작고 우미글로벌의 전략적 관심 시장과 직접적 연관성이 낮음.",False,"캘리포니아 샌머테이오 카운티 다운타운 인근 606 South Delaware Street에 단독주택을 철거하고 20개 스튜디오 아파트를 건설하는 주거 인필 개발 예비 계획이 제출되었습니다. 사업주는 샌라파엘 거주자인 Gustavo Hornos와 Jesica Salomon으로, 2011년 USA 탱고 챔피언십 수상자입니다. 단 20세대의 소규모 프로젝트로, 현재 예비 계획 단계에 머물러 있습니다. 베이 에어리어 지역의 주거 인필 트렌드를 보여주는 사례이나, 규모 및 시장 측면에서 우미글로벌의 핵심 전략 시장과 연관성이 낮아 직접적인 사업적 의미는 제한적입니다."
f01ce7921d74,2026-08-01 21:50:20,2026-08-01 21:13:43,YieldPro,American Landmark Apartments Acquires 295-Unit Multifamily Community in Saint Petersburg Florida,https://yieldpro.com/2026/08/tortuga-pointe/,"American Landmark Apartments (“American Landmark”), one of the nation’s leading multifamily investment managers and owner-operators, has acquired Tortuga Pointe, a 295-unit apartment community located in St. Petersburg, Florida. The property will be rebranded as Tortuga Bayside, further expanding American Landmark’s Florida portfolio to 22 properties while strengthening the firm’s presence across ",True,GP·자본흐름,"acquisition,transaction",강세,Multifamily,보통,"American Landmark의 플로리다 세인트피터스버그 295세대 멀티패밀리 단일 자산 인수로, 주요 Known GP 해당 없고 거래 규모가 $50M 미만으로 추정되어 '보통' 수준의 관련도.",False,"American Landmark Apartments가 플로리다 세인트피터스버그에 위치한 295세대 아파트 커뮤니티 'Tortuga Pointe'를 인수하였으며, 이를 'Tortuga Bayside'로 리브랜딩할 예정입니다. 이번 인수로 American Landmark의 플로리다 내 포트폴리오는 22개 단지로 확대되며 플로리다 지역 내 입지를 더욱 강화하게 됩니다. American Landmark는 미국 주요 멀티패밀리 투자·운영사 중 하나로, 꾸준한 플로리다 포트폴리오 확장 전략을 이어가고 있습니다. 세인트피터스버그는 탬파베이 메트로권 내 수요가 안정적인 선벨트 시장으로, 멀티패밀리 운영사들의 지속적인 관심 지역입니다. 우미글로벌 관점에서는 단일 자산 거래로 직접적 전략 연계성은 낮으나, 선벨트 플로리다 시장에서의 기관 투자자 매수 활동을 모니터링하는 참고 사례로 활용 가능합니다."
