article_id,collected_at,published_at,source,title,url,summary,classified,category,event_tags,signal_type,sector,woomi_relevance,claude_rationale,access_limited,korean_summary
d27c886fab21,2026-09-04 13:02:32,2025-01-10 08:00:00,Player — Blue Vista Capital Management,Student housing complex near University of Illinois Urbana-Champaign trades hands - JLL,https://news.google.com/rss/articles/CBMimAFBVV95cUxNNm5INzBoZ1FyWklOTGVnQVBwZmFGM015VHptMHFRclc5SlpTVmJkaGNIZXZTQ1ZDU0lXT0JSdXdmM3V5YVhCZm1QeWZMMmFoLTh2ck13dWNobjgyUFFQejF2RzZ5bktPNkdGVm9JQmFFTnJvaWxWOEdGWUFkSjYxRUxJaDFQc2pDdVFqdmFqX1FVOUN3X3RLSg?oc=5,Student housing complex near University of Illinois Urbana-Champaign trades hands    JLL,False,,,,Student Housing,,,False,
93597429afa2,2026-09-04 13:02:33,2025-01-13 08:00:00,Player — PeakMade Real Estate,Industrial Development Agency rejects downtown project’s foreclosure modification request - The Ithaca Voice,https://news.google.com/rss/articles/CBMivgFBVV95cUxQaWVEbDhVTlI5ZV9GNGZRSEpNOXBVb0oya1lqRFZSQmg5N1gtbjRqWEVDRW9Melc0RGhjc3JOT2VhNGRsODNzbncxNmVqV3UwTHgxcGVQb3U4dlpHb1RTWHBfdTl4NzFiVEpKcDVrRFpqMkRWZ2hYNE9PT2NveFJ6UVFQT1NmcTV2Ukx0VFBuZ0w2bjVOMVJmSDY0OU5Od3dRbC1raTJJYzRfUTRSVFdnYktleHB0b2pxUmY0NUln?oc=5,Industrial Development Agency rejects downtown project’s foreclosure modification request    The Ithaca Voice,False,,,,Student Housing,,,False,
125ef1be2258,2026-09-04 13:02:34,2025-01-02 08:00:00,Player — Ascentris,"George Oliver, Ascentris Purchase 165,220 SF Office Building in Scottsdale, Arizona for $42.2M - REBusinessOnline",https://news.google.com/rss/articles/CBMivAFBVV95cUxPa1VtRFMxSnVlWVRub19TN1RNYk83QXVOcFFLZmsxRFctdXpSczFCNVBJVjA5SndFMzZvNHdNYzNQeUFNYkNHUkdzLTFJVEpGTUY1LTg4QlZocU80M0JMVXlVRXB3SmNfLXlJNXlhQWM1OXFIcnJ4alhENllTUG5JLUpINnlVOWNXX3UxNGRXR1JaWEtCZjFrSF84VGh5a3RUVnVPZlA4Zk1nd1pxaXhHcUpVSER2T2ZjZU9DTg?oc=5,"George Oliver, Ascentris Purchase 165,220 SF Office Building in Scottsdale, Arizona for $42.2M    REBusinessOnline",False,,,,Student Housing,,,False,
06d4d48a7af6,2026-09-04 13:02:34,2025-01-02 08:00:00,Player — Ascentris,"Ascentris, George Oliver buy acreage in Scottsdale for office campus - therealdeal.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxOcFRYaTQwR3BsbU90WGFpSlNMMUxFdFl2dkttdE44VjNJYzd6d19QV2RpQ3VFUy1xOVdUZWN5SW5uSjBmTEE3MkltMEZwNTZyUXhiNDA4Z3FnSVJvdkp5c2dnZjVia0pwdGlSWTRSQUMwQzdzRkk0YVJGWjVzRDREMkFGTzI2djZWT1VqTmVhZ0lNbzZUUkNGZXV4REpqNm1XVkZtOUhNcnJrcWV5Sk5SUA?oc=5,"Ascentris, George Oliver buy acreage in Scottsdale for office campus    therealdeal.com",False,,,,Student Housing,,,False,
033fb9c538d6,2026-09-04 21:03:41,2025-01-14 08:00:00,Player — Blue Vista Capital Management,Blue Vista JV Sells 524-Bed Student Community - Multifamily Housing News,https://news.google.com/rss/articles/CBMihgFBVV95cUxOV3FreG5JN2g0Q0N0NmxleDhRLW1IYnRnVXNrcWJNVm9tM0ZOVVFIX3BGNENTYlF1aHVoX01IZUNfOTVnX0Q1T1F4cWlmcXd2MDNOUWVyelhSb1RDM1ZGaXlYUUxKV3hEWXJ5TWpickN1RHJFM1BzRVdwaGRRaDRtRFo5OW5jQQ?oc=5,Blue Vista JV Sells 524-Bed Student Community    Multifamily Housing News,False,,,,Student Housing,,,False,
c0bcff725bcc,2026-09-04 21:03:42,2025-01-30 08:00:00,Player — PeakMade Real Estate,PeakMade Real Estate to Break Ground on 395-Unit Multifamily Community Near University of Arizona - REBusinessOnline,https://news.google.com/rss/articles/CBMitgFBVV95cUxPQXozLWlUWERUdTdPUFdNcTVDbTVjNmtWQW5wS3diRldDeHN1Y1duTXl3YzlYYVU0V3llTWplZEJNQWFyYTN5QmFMT0V3S3gyWGoyZXZEY2FVdWs4blBxYXAxa25PdTRhTVVxRTRmWWNpWjNvYkQwTGRNTjZrMjZQcmVrelVVWF9WUWdESmFsZF80bE92QXlQcTlENzZsNjR6OVByeFZ1ZEp1ZUlCcnZrVm5Fa0pQZw?oc=5,PeakMade Real Estate to Break Ground on 395-Unit Multifamily Community Near University of Arizona    REBusinessOnline,False,,,,Student Housing,,,False,
668dbbe9e6f5,2026-09-04 21:03:43,2025-01-13 08:00:00,Player — Ascentris,Toro Breaks Ground on $560 Million Mixed-Use Project in Metro Atlanta - Shopping Center Business,https://news.google.com/rss/articles/CBMipwFBVV95cUxOQ1VVSTJKal9mV2hUOFE0bkRoSk9mVHcwX1dQM191OG1PU2tQUC1xd3dtcnJTNVBZU0JUdzg0UU44NzVFSFZIN3N1N1p2NU5XNHFEVTRRSWUtaGFiZ1hMUjM3a1VzQlFxME9xWVRWdHQwTFNJbV9od3hzaFhmdDM1dmlkTFNqZXRPeFRaWGVBQTR4TXBPQ0RUTW9XOE9HeVpURjFzNWNWOA?oc=5,Toro Breaks Ground on $560 Million Mixed-Use Project in Metro Atlanta    Shopping Center Business,False,,,,Student Housing,,,False,
d2264b6bc129,2026-09-04 22:44:42,2025-01-09 08:00:00,Player — Blue Vista Capital Management,Weston Inc and Blue Vista expand South Carolina portfolio with purchase of three industrial buildings in Lugoff SC - Colliers,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNSE5FZGVKLUpvdnk1QVpKUFZOZmxMMFpreDctREFEeUsydlhvXzZUcUcxUVJVSmpfWmE3ZFBVOUpxN3hhbk9DV1VrSC1mYk43Nk9xS294cHA4cWRxcXFSS21Lckk5YnNSelhvYnU3ZEFFNE5XZ0J4NmF2c0RiRnNPcmJCTTJTcGJtQ0dVWGVrcXZWaEVrb2JRSjAwWkNHcFlrdnpMSC1keHk5ZnI0UDVOUHJKeVJfSEY4MTVHbndIZndNa0lkQ3ZWU0Q4bENqeXVFenRuMU50MU4?oc=5,Weston Inc and Blue Vista expand South Carolina portfolio with purchase of three industrial buildings in Lugoff SC    Colliers,False,,,,Student Housing,,,False,
e9978b819123,2026-09-05 21:03:50,2025-01-07 08:00:00,Player — Ascentris,George Oliver and Ascentris Expand Old Town Scottsdale Office Presence with $42.25M Purchase - Real Estate Daily News,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOOVFXQWQteEQ5OFljblNaWmJoSGdzb2lwT3N6Q3RBMUZqZ054Mk1DM0ExSGpzUVJLaVBhNFNTaGZUbjVSUm5EOFhiOVBVaUFRNG1XRjRqVVVEX2dtbDRIcXpTOXZINmc4TjFGYjB2cGN0QmhOcXY0UUpKbEJYMTA5NUFsNzlxWk5GblplRTZGMWw5bVdlbDRGWDZOUWxmM0xoRjZxY1BtcGZSV0hjZm1QZjVwVXI3amplUVlLZUtDbUMxNTQ?oc=5,George Oliver and Ascentris Expand Old Town Scottsdale Office Presence with $42.25M Purchase    Real Estate Daily News,False,,,,Student Housing,,,False,
4d1922e712c5,2026-09-07 13:38:30,2025-01-30 08:00:00,Player — Overture (Greystar),Insurance costs batter multifamily housing pros - Yield PRO,https://news.google.com/rss/articles/CBMigwFBVV95cUxNQXVIR2tNY1lZWVFwSWNVamt4c21fdUdYR1pQSkhYZnRSSGM5RlFVcWd4TUw0M1M3VHNVU2htOXUwRkZvbk4td2p1Y24yRHZiTVhRenZqMldHeTFwRXZvSFo3OC1yS3lnd3ozT2R2ZnhORXZkWlZ3OHM3M3pLbzI2ekRuNA?oc=5,Insurance costs batter multifamily housing pros    Yield PRO,False,,,,Active Adult,,,False,
